customer_id,activation_promo,promo_name
45422916,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422918,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422919,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422921,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422922,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422923,2026-01-01,Regular Promo Juli 2025 - NAB
45422924,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422925,2026-01-02,Regular Promo Juli 2025 - NAB
45422926,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45422927,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422928,2026-01-01,Regular Promo Juli 2025 - NAB
45422929,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422930,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422931,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422932,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422933,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422934,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422935,2026-01-01,Regular Promo Juli 2025 - NAB
45422936,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422937,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422938,2026-01-01,Regular Promo Juli 2025 - NAB
45422939,2026-01-01,Regular Promo Juli 2025 - NAB
45422940,2026-01-01,Regular Promo Juli 2025 - NAB
45422941,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422942,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422943,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422945,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422947,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422948,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422949,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422950,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422951,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422952,2026-01-01,Regular Promo Juli 2025 - NAB
45422954,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422955,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422956,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422957,2026-01-01,Regular Promo Juli 2025 - NAB
45422958,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422959,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422960,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422961,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422962,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422964,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422965,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422966,2026-01-01,Regular Promo Juli 2025 - NAB
45422967,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422968,2026-01-01,Regular Promo Juli 2025 - NAB
45422969,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422970,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422971,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422972,2026-01-01,Regular Promo Juli 2025 - NAB
45422973,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422974,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422975,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422976,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422977,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422978,2026-01-01,Regular Promo Juli 2025 - NAB
45422979,2026-01-01,Regular Promo Juli 2025 - NAB
45422980,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422981,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422982,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422983,2026-01-01,Regular Promo Juli 2025 - NAB
45422984,2026-01-01,Regular Promo Juli 2025 - NAB
45422985,2026-01-01,Regular Promo Juli 2025 - NAB
45422986,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422987,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422988,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45422990,2026-01-08,Regular Promo Juli 2025 C Class Area - NAB
45422991,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422992,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422993,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422994,2026-01-01,Regular Promo Juli 2025 - NAB
45422996,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422998,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45422999,2026-01-07,Regular Promo Juli 2025 C Class Area - NAB
45423000,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423001,2026-01-01,Regular Promo Juli 2025 - NAB
45423002,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423003,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423004,2026-01-01,Regular Promo Juli 2025 - NAB
45423005,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423007,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423008,2026-01-01,Regular Promo Juli 2025 - NAB
45423009,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423010,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423011,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423012,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423013,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423014,2026-01-01,Regular Promo Juli 2025 - NAB
45423015,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423016,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423017,2026-01-01,Regular Promo Juli 2025 - NAB
45423018,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423019,2026-01-01,Regular Promo Juli 2025 - NAB
45423020,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423021,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423022,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423023,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423024,2026-01-01,Regular Promo Juli 2025 - NAB
45423025,2026-01-01,Regular Promo Juli 2025 - NAB
45423026,2026-01-01,Regular Promo Juli 2025 C Class Area - Bill In Advance Pay 6 Get 7 - NAB
45423027,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423028,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423029,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423030,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423031,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423032,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423033,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423034,2026-01-01,Regular Promo Juli 2025 - NAB
45423035,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423036,2026-01-01,Regular Promo Juli 2025 - NAB
45423037,2026-01-01,Regular Promo Juli 2025 - NAB
45423038,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423039,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423040,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423041,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423042,2026-01-01,Regular Promo Juli 2025 - NAB
45423043,2026-01-01,Regular Promo Juli 2025 - NAB
45423044,2026-01-08,Regular Promo Juli 2025 C Class Area - NAB
45423046,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423047,2026-01-06,Regular Promo Juli 2025 C Class Area - Bill In Advance Pay 6 Get 7 - NAB
45423048,2026-01-02,Regular Promo Juli 2025 - NAB
45423049,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423050,2026-01-01,Regular Promo Juli 2025 - NAB
45423051,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423052,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423054,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423055,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423056,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423057,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423058,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423059,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423060,2026-01-01,Regular Promo Juli 2025 - NAB
45423061,2026-01-01,Regular Promo Juli 2025 - NAB
45423062,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423063,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423064,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423065,2026-01-06,Regular Promo Juli 2025 - NAB
45423066,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423067,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423070,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423071,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423072,2026-01-03,Regular Promo Juli 2025 - NAB
45423073,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423074,2026-01-02,Regular Promo Juli 2025 - NAB
45423075,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423076,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423077,2026-01-01,Regular Promo Juli 2025 - NAB
45423078,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423079,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423080,2026-01-01,Regular Promo Juli 2025 - NAB
45423081,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423082,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423083,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423085,2026-01-02,Regular Promo Juli 2025 - NAB
45423086,2026-01-01,Regular Promo Juli 2025 - NAB
45423087,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423088,2026-01-03,Regular Promo Juli 2025 - NAB
45423089,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423090,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423092,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423093,2026-01-01,Regular Promo Juli 2025 - NAB
45423094,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423095,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423096,2026-01-02,Regular Promo Juli 2025 - NAB
45423097,2026-01-01,Regular Promo Juli 2025 - NAB
45423098,2026-01-01,Regular Promo Juli 2025 C Class Area - NAB
45423099,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423100,2026-01-02,Regular Promo Juli 2025 - NAB
45423101,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423102,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423103,2026-01-02,Regular Promo Juli 2025 - NAB
45423104,2026-01-02,Regular Promo Juli 2025 - NAB
45423105,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423106,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423107,2026-01-01,Regular Promo Juli 2025 - NAB
45423108,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423109,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423110,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423111,2026-01-02,Regular Promo Juli 2025 - NAB
45423112,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423113,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423114,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423115,2026-01-02,Regular Promo Juli 2025 - NAB
45423116,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423118,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423119,2026-01-03,Regular Promo Juli 2025 - NAB
45423120,2026-01-05,Regular Promo Juli 2025 - NAB
45423121,2026-01-08,Regular Promo Juli 2025 C Class Area - NAB
45423122,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423123,2026-01-03,Regular Promo Juli 2025 - NAB
45423124,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423125,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423126,2026-01-07,Regular Promo Juli 2025 C Class Area - NAB
45423127,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423128,2026-01-02,Regular Promo Juli 2025 - NAB
45423129,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423130,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423131,2026-01-04,Regular Promo Juli 2025 - NAB
45423132,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423133,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423134,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423135,2026-01-02,Regular Promo Juli 2025 C Class Area - NAB
45423136,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423137,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423138,2026-01-03,Regular Promo Juli 2025 - NAB
45423139,2026-01-03,Regular Promo Juli 2025 - NAB
45423140,2026-01-03,Regular Promo Juli 2025 - NAB
45423141,2026-01-03,Regular Promo Juli 2025 - NAB
45423142,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423143,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423144,2026-01-03,Regular Promo Juli 2025 - NAB
45423145,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423146,2026-01-03,Regular Promo Juli 2025 - NAB
45423147,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423148,2026-01-03,Regular Promo Juli 2025 - NAB
45423149,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423150,2026-01-03,Regular Promo Juli 2025 - NAB
45423151,2026-01-03,Regular Promo Juli 2025 - NAB
45423152,2026-01-04,Regular Promo Juli 2025 - NAB
45423153,2026-01-03,Regular Promo Juli 2025 - NAB
45423154,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423155,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423156,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423157,2026-01-03,Regular Promo Juli 2025 - NAB
45423158,2026-01-03,Regular Promo Juli 2025 - Bill in Advance Pay 12 Get 15 - NAB
45423159,2026-01-03,Regular Promo Juli 2025 - NAB
45423160,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423161,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423162,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423163,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423164,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423165,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423166,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423167,2026-01-03,Regular Promo Juli 2025 - NAB
45423168,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423169,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423170,2026-01-03,Regular Promo Juli 2025 - NAB
45423171,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423172,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423173,2026-01-03,Regular Promo Juli 2025 - NAB
45423174,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423175,2026-01-04,Regular Promo Juli 2025 - NAB
45423176,2026-01-09,Regular Promo Juli 2025 - NAB
45423177,2026-01-04,Regular Promo Juli 2025 - NAB
45423178,2026-01-03,Regular Promo Juli 2025 - NAB
45423179,2026-01-03,Regular Promo Juli 2025 - NAB
45423181,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423182,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423183,2026-01-07,Regular Promo Juli 2025 - NAB
45423184,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423185,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423186,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423187,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423188,2026-01-03,Regular Promo Juli 2025 - NAB
45423189,2026-01-04,Regular Promo Juli 2025 - NAB
45423190,2026-01-03,Regular Promo Juli 2025 - NAB
45423192,2026-01-03,Regular Promo Juli 2025 - NAB
45423193,2026-01-03,Regular Promo Juli 2025 - NAB
45423194,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423195,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423196,2026-01-03,Regular Promo Juli 2025 - NAB
45423197,2026-01-03,Regular Promo Juli 2025 - NAB
45423199,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423200,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423201,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423202,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423203,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423204,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423206,2026-01-03,Regular Promo Juli 2025 - NAB
45423207,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423208,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423209,2026-01-05,Regular Promo Juli 2025 C Class Area - NAB
45423210,2026-01-03,Regular Promo Juli 2025 - NAB
45423211,2026-01-06,Regular Promo Juli 2025 C Class Area - NAB
45423212,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423213,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423214,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423215,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423217,2026-01-03,Regular Promo Juli 2025 - NAB
45423218,2026-01-03,Regular Promo Juli 2025 C Class Area - NAB
45423221,2026-01-04,Regular Promo Juli 2025 - NAB
45423223,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423224,2026-01-04,Regular Promo Juli 2025 C Class Area - NAB
45423225,2026-01-10,Regular Promo Juli 2025 C Class Area - NAB
